uuid,title,author,summary,url,published_at,added_at,related_url,essential,tweets
87fb6c3e-3fb0-4fe6-b821-c4be2e2723a3,Startups in 13 Sentences,Paul Graham,1. Pick good cofounders. 2. Launch fast. 3. Let your idea evolve. 4. Understand your users. 5. Better to make a few users love you than a lot ambivalent. 6. Offer surprisingly good customer service. 7. You make what you measure. 8. Spend little. 9. Get ramen profitable. 10. Avoid distractions. 11. Don't get demoralized. 12. Don't give up. 13. Deals fall through.,http://www.paulgraham.com/13sentences.html,2009-02-01 19:03:50 UTC,2014-08-10 00:00:00 UTC,,TRUE,398
5fb2a779-99fa-4418-bee4-68e2af7c7a26,The 18 Mistakes That Kill Startups,Paul Graham,"1. Single Founder, 2. Bad Location, 3. Marginal Niche, 4. Derivative Idea, 5. Obstinacy, 6. Hiring Bad Programmers, 7. Choosing the Wrong Platform, 8. Slowness in Launching, 9. Launching Too Early, 10. Having No Specific User in Mind, 11. Raising Too Little Money, 12. Spending Too Much, 13. Raising Too Much Money, 14. Poor Investor Management, 15. Sacrificing Users to (Supposed) Profit, 16. Not Wanting to Get Your Hands Dirty, 17. Fights Between Founders, 18. A Half-Hearted Effort",http://www.paulgraham.com/startupmistakes.html,2006-10-01 19:03:52 UTC,2014-08-10 00:00:00 UTC,,TRUE,1124
2a85f3bd-8983-4d93-b5c8-6dcd36aa871d,The Hardest Lessons for Startups to Learn,Paul Graham,1. Release Early. 2. Keep Pumping Out Features. 3. Make Users Happy. 4. Fear the Right Things. 5. Commitment Is a Self-Fulfilling Prophecy. 6. There Is Always Room. 7. Don't Get Your Hopes Up.,http://www.paulgraham.com/startuplessons.html,2006-04-01 19:03:50 UTC,2014-08-10 00:00:00 UTC,,TRUE,240
e7dc9af3-e8d0-43e0-bb49-c8ec20898c28,What Not to Ask,Paul Smith,"Let’s go over some common pitfalls and how to avoid them. In the process we’ll figure out what kind of questions will help us identify the information we need [from user interviews], while avoiding questions that lead to inaccurate responses.",http://robots.thoughtbot.com/what-not-to-ask,2014-07-10 10:38:31 UTC,2014-07-22 10:38:31 UTC,,FALSE,519
e7815630-880d-4c5b-82a1-7c5e2be8d7e6,git - the simple guide,Roger Dudler,,http://rogerdudler.github.io/git-guide/,2012-01-09 00:00:00 UTC,2014-08-10 00:00:00 UTC,,FALSE,2070
cd56a35b-32d2-4e1e-85e2-ee7d1f54dbd7,Flipping Out,Ross Harmes,"Flickr is somewhat unique in that it uses a code repository with no branches; everything is checked into head, and head is pushed to production several times a day. This works well for bug fixes that we want to go out immediately, but presents a problem when we’re working on a new feature that takes several months to complete. How do we solve that problem? With flags and flippers!",http://code.flickr.net/2009/12/02/flipping-out/,2009-12-02 17:22:34 UTC,2014-08-03 17:22:34 UTC,,FALSE,44
56f387c0-2993-493a-9a71-ab812b11c685,Design Tips For Developers,Saleem El-Amin,Here’s a list of things that I think are important to becoming good at design when all you have is development background,http://www.duetapp.com/blog/design-tips-for-developers/,2014-07-08 10:38:31 UTC,2014-07-22 10:38:31 UTC,,FALSE,203
87774a4c-ac75-48cc-aede-12d8b6d00343,Think Like (a) Git,Sam Livingston-Gray,,http://think-like-a-git.net/,,2014-08-10 00:00:00 UTC,,FALSE,1354
6d3e44e2-50e1-468f-8ac3-0db65d2d580e,GitHub Flow,Scott Chacon,,http://scottchacon.com/2011/08/31/github-flow.html,2011-08-31 00:00:00 UTC,2014-08-10 00:00:00 UTC,,TRUE,1767
d53f87bc-2bfb-45b9-aec2-2f4526f04381,Pro Git,Scott Chacon,,http://git-scm.com/book,,2014-08-10 00:00:00 UTC,,FALSE,1302
670a5979-b2f9-4c84-b408-7cccc13fc2da,Don’t Hire a Marketer before Product/Market Fit,Sean Ellis,"I add a customer development specialist when the Validation Step begins, which is the role I fill with startups. I belive eventually many people will specialize in this critical stage.  Without a specialist, startups waste critical time and resources deciding where to execute. It’s surprising how similiar the process of uncovering the critical information needed to drive customer adoption across different types of startups.",http://www.startup-marketing.com/dont-hire-a-marketer-for-your-early-stage-startup/,2009-02-14 00:00:00 UTC,,,,
3cf2b11d-77a1-4f8a-891c-23bbe9ee3d4d,The Startup Pyramid,Sean Ellis,Every six months I rethink the optimal startup go to market approach based on new insights gained at recent startups. Lately I’ve been using a pyramid to represent the process I’m using. Startups require a solid foundation of product/market fit before progressing up the pyramid and scaling the business.,http://www.startup-marketing.com/the-startup-pyramid/,2009-07-27 19:03:50 UTC,2014-08-10 00:00:00 UTC,,TRUE,243
3b84e862-c749-4305-8b63-41724de87b81,Presentation: The Ultimate Guide to Funnel Optimization,Sean Johnson,Discover how smart startups are optimizing each step of the customer development funnel.,http://www.sean-johnson.com/ultimate-guide-to-funnel-optimization/,2013-04-16 19:03:50 UTC,2014-08-10 00:00:00 UTC,,TRUE,23
0f23a8e1-1dbc-46e2-9afc-fe82e5991d4c,bolshchikov/js-must-watch,Sergey Bolshchikov,This is a list of must-watch videos devoted to JavaScript,https://github.com/bolshchikov/js-must-watch,,2014-07-22 10:38:31 UTC,,FALSE,880
079f7d1b-c046-498d-ba9f-8141c7a47127,How to Change Oneself,Simon Sarris,,http://simonsarris.com/blog/823-how-to-change-oneself,2014-02-02 00:00:00 UTC,2014-08-10 00:00:00 UTC,,FALSE,20
58bc25e2-9de8-47c3-86a4-02052471e958,The Future Workplace Is Now: How Etsy Makes 30 Innovations Per Day - Forbes,Steve Denning,"With an average of 30 innovations to the website deployed each day, we are looking at innovation on steroids. Each of the changes is small, but a small change can be significant, sometimes adding millions of dollars in sales. Doing all this change in tiny increments at warp speed within the framework of a central strategy enables extremely rapid innovation and learning, as well as much greater facility in spotting and fixing any problems that may emerge.",http://www.forbes.com/sites/stevedenning/2014/04/04/at-etsy-the-future-workplace-is-now-thirty-innovations-per-day/,2014-04-04 17:22:34 UTC,2014-08-03 17:22:34 UTC,,FALSE,519
84baea73-140a-43a0-b112-bc4dee2d4eca,20 lines of code that will beat A/B testing every time,Steve Hanov,"This 20 lines of code automatically finds the best choice quickly, and then uses it until it stops being the best choice.",http://stevehanov.ca/blog/index.php?id=132,2012-07-06 19:03:52 UTC,2014-08-10 00:00:00 UTC,,FALSE,1501
e756c208-a234-4a61-a4a5-0c2d2905ce99,Creating Style Guides,Susan Robertson,,http://alistapart.com/article/creating-style-guides,2014-04-08 00:00:00 UTC,2014-08-10 00:00:00 UTC,,FALSE,1090
f255c19c-dcc7-42ee-a3e4-f1525f0407e1,Colourcode - Find Your Colour Scheme,"Tamino Martinius, Andreas Storm",,http://colourco.de/,,2014-08-10 00:00:00 UTC,,FALSE,4308
38d426eb-c125-4cac-a4d2-dd7cfd51766f,Emergent Properties of Continual Automation,Timothy Fitz,"Once a task has been automated to take dramatically less time, a threshold is crossed and at which point you can exploit emergent properties. Or in other words, crazy-ass improvements.",http://timothyfitz.com/2009/02/13/continual-automation/,2009-02-13 19:03:53 UTC,2014-08-10 00:00:00 UTC,,FALSE,0
2d2cf786-264a-4cda-a9e5-6f28ba94db09,Tom Blomfield ― Customer churn can kill your startup,Tom Blomfield,"Startups are about growth, and of all the different possible metrics, startups often focus on user growth - if people aren’t using your new product or service in greater and greater numbers, it’s a good sign that you’re not on the right track. And, as long as your business-model is solid, user growth is a leading indicator of revenue and profit growth. But there’s another key metric that can be the making of your company, or the death of it - churn, or the proportion of existing customers who become ex-customers during a period of time (generally a year).",http://tomblomfield.com/post/81105143223/customer-churn-can-kill-your-startup,2014-07-10 10:38:30 UTC,2014-07-22 10:38:30 UTC,,FALSE,167
e79e2ec5-5c4f-4c11-bec6-2ae6129e9dce,Measuring Dark Social Using Google Analytics,Tomasz Tunguz,,http://tomtunguz.com/dark-social-on-google-analytics/,2013-03-18,2014-08-10 00:00:00 UTC,,FALSE,86
9221be24-a573-4d40-b8c1-022d45b4f8b2,The 11 Risks VCs Evaluate,Tomasz Tunguz,"Market timing risk, Business model risk, Market adoption risk, Market size risk, Execution risk, Technology risk, Capitalization structure risk, Platform risk, Venture management risk, Financial ris, Legal risk",http://tomtunguz.com/the-11-risks-vcs-evaluate/,2013-03-28 00:00:00 UTC,2014-08-10 00:00:00 UTC,,FALSE,226
2224193c-b0c6-48fb-8a3b-a3ce3aba4d6c,The 7 Questions A Startup Should Answer In Their Fund Raising Pitch,Tomasz Tunguz,"[Value prop] What is the problem and is it worth solving? Why is now the right time to solve it?  [Team] Does the team have the vision and the wherewithal to build this company?  [Go to market] What is the competitive angle (competitive barrier to entry and/or go-to-market) that will enable this company to succeed where others have tried and failed?  [Sales effectiveness & product validation] Who does the startup sell to? Which customers have used the product and how have they received it? How much is each customer worth?  [Product distribution] How does the company acquire customers cost effectively? What are the unit economics (customer acquisition cost, contribution revenue, and churn rates)?  [Revenue model] Does the company have the revenue model to build a big (>$100M annual revenue) business with good margins (gross ~ 50 to 60% / net ~15 to 25%) under reasonable assumptions?  [Market size] Can the market enable or bear a $100M revenue Alternatively, is this product in a quickly growing market or riding a disruptive wave?",http://tomtunguz.com/pitch-deck/,2013-03-29 00:00:00 UTC,2014-08-10 00:00:00 UTC,,FALSE,192
01c17669-320b-427f-8dba-9253e0093fc6,The Secret Ingredient to the Best Startup Fundraising Pitches,Tomasz Tunguz,"The most successful pitches argue the market will unfold inexorably in the way the founders envision on a relevant time scale. And, that this startup in particular will dominate share in that new world. ... There is no prescriptive way I can recommend to consistently argue inevitability. Some founders use data. Others use logic. Still others use emotion and passion to do it. But in the end, these exceptional storytellers make you want to believe, suspend doubt, and disregard the great risks that all startups face all along their journey, and get involved with the business.",http://tomtunguz.com/inevitability/,2014-08-01 00:00:00 UTC,2014-08-10 00:00:00 UTC,,FALSE,353
a9da4fa4-6e09-4961-b32f-e855106945a4,Why Everything I Thought I Knew About Churn Is Wrong,Tomasz Tunguz,"Churn rates and LTV are challenging to predict with accuracy and while rules of thumb like the formulas above may be reasonable guidelines, it's important to be aware of their tendency to overestimate lifetime value [...]. Because a 2x overestimate of customer lifetime can radically change a startup's unit economics, deeply understanding churn behaviors is crucial to making a startup's business model viable.",http://tomtunguz.com/churn-fallacies/,2014-01-15 00:00:00 UTC,2014-08-15 00:00:00 UTC,,FALSE,
9429a33c-9314-4c88-b877-9e60938d19b1,A successful Git branching model,Vincent Driessen,,http://nvie.com/posts/a-successful-git-branching-model/,2010-01-05 00:00:00 UTC,2014-08-10 00:00:00 UTC,,TRUE,5821
68abce4d-ccb9-49e1-b264-43191cee1a87,Why's (Poignant) Guide to Ruby,Why the Lucky Stiff,A programming adventure for Ruby beginners illustrated with cartoon foxes.,http://mislav.uniqpath.com/poignant-guide/,,2014-08-10 00:00:00 UTC,,TRUE,892
96f933e2-cda8-4028-b8d7-7a7c772894f2,Learn Vim Progressively,Yann Esposito,,http://yannesposito.com/Scratch/en/blog/Learn-Vim-Progressively/,2011-08-29 00:00:00 UTC,2014-08-10 00:00:00 UTC,,FALSE,1387
f612ee2e-2c15-4f34-9030-e07a4151dc53,Everyone Who Tried to Convince Me to use Vim was Wrong,Yehuda Katz,,http://yehudakatz.com/2010/07/29/everyone-who-tried-to-convince-me-to-use-vim-was-wrong/,2010-07-29 00:00:00 UTC,2014-08-10 00:00:00 UTC,,TRUE,3389
648de8b5-f0a2-4367-8a63-d13baf2ffb4a,A Dozen Things I’ve Learned From Marc Andreessen,,"My primary task with this blog post has been assembling the quotations and placing them in an order which flows well, since understanding the earlier topics helps the reader understand ideas which come later in the list",http://25iq.com/2014/06/14/a-dozen-things-ive-learned-from-marc-andreessen/,,2014-07-07 17:41:46 UTC,,FALSE,779
